From	To
ENSP00000339503	8ODP_HUMAN
ENSP00000339511	HYPM_HUMAN
ENSP00000339521	RSU1_HUMAN
ENSP00000339527	FOXO3_HUMAN
ENSP00000339529	POP1_HUMAN
ENSP00000339532	THUM3_HUMAN
ENSP00000339566	H12_HUMAN
ENSP00000339585	ZN449_HUMAN
ENSP00000339587	DFNA5_HUMAN
ENSP00000339613	OFUT2_HUMAN
ENSP00000339621	LCN6_HUMAN
ENSP00000339626	S35E4_HUMAN
ENSP00000339627	FLI1_HUMAN
ENSP00000339634	KI2L4_HUMAN
ENSP00000339637	BRAT1_HUMAN
ENSP00000339659	TRIM2_HUMAN
ENSP00000339681	FA78B_HUMAN
ENSP00000339692	RASF4_HUMAN
ENSP00000339720	NDUA4_HUMAN
ENSP00000339723	CIR1_HUMAN
ENSP00000339726	O14I1_HUMAN
ENSP00000339730	TSP4_HUMAN
ENSP00000339740	KCC2D_HUMAN
ENSP00000339750	GTDC1_HUMAN
ENSP00000339764	PRDM8_HUMAN
ENSP00000339767	ZN433_HUMAN
ENSP00000339769	P4R3B_HUMAN
ENSP00000339787	ACSL4_HUMAN
ENSP00000339795	RL7_HUMAN
ENSP00000339801	IDS_HUMAN
ENSP00000339802	AN34B_HUMAN
ENSP00000339804	TSLP_HUMAN
ENSP00000339813	TPST2_HUMAN
ENSP00000339823	ZN546_HUMAN
ENSP00000339826	BCAP_HUMAN
ENSP00000339830	TM220_HUMAN
ENSP00000339834	SNR48_HUMAN
ENSP00000339835	H3C_HUMAN
ENSP00000339844	C9J5Q3_HUMAN
ENSP00000339845	RNC_HUMAN
ENSP00000339850	DPYL4_HUMAN
ENSP00000339861	J3KNT2_HUMAN
ENSP00000339867	CLCN1_HUMAN
ENSP00000339881	MIO_HUMAN
ENSP00000339897	EME1_HUMAN
ENSP00000339906	PAX4_HUMAN
ENSP00000339912	FLRT3_HUMAN
ENSP00000339916	LIMK2_HUMAN
ENSP00000339917	TAF9B_HUMAN
ENSP00000339933	KPYR_HUMAN
ENSP00000339952	KSR2_HUMAN
ENSP00000339957	UBP47_HUMAN
ENSP00000339958	NISCH_HUMAN
ENSP00000339960	IRK5_HUMAN
ENSP00000339971	H0Y2W4_HUMAN
ENSP00000339973	TBC28_HUMAN
ENSP00000339992	MYB_HUMAN
ENSP00000340004	ZN564_HUMAN
ENSP00000340009	ALG1L_HUMAN
ENSP00000340017	DOC2A_HUMAN
ENSP00000340019	CH60_HUMAN
ENSP00000340083	KRCC1_HUMAN
ENSP00000340088	THEG_HUMAN
ENSP00000340089	TLR5_HUMAN
ENSP00000340093	NAPEP_HUMAN
ENSP00000340118	LITAF_HUMAN
ENSP00000340125	PPR17_HUMAN
ENSP00000340132	ZN383_HUMAN
ENSP00000340159	C9J2Y8_HUMAN
ENSP00000340162	RNAS9_HUMAN
ENSP00000340171	ZN573_HUMAN
ENSP00000340176	RBPMS_HUMAN
ENSP00000340191	FPR2_HUMAN
ENSP00000340200	GLYAT_HUMAN
ENSP00000340210	CD59_HUMAN
ENSP00000340211	COR1B_HUMAN
ENSP00000340212	TM202_HUMAN
ENSP00000340220	CG026_HUMAN
ENSP00000340237	SH3B4_HUMAN
ENSP00000340261	Q6ZRK0_HUMAN
ENSP00000340271	TAF3_HUMAN
ENSP00000340274	RAP2C_HUMAN
ENSP00000340278	PARK7_HUMAN
ENSP00000340279	ADIP_HUMAN
ENSP00000340281	IF4G2_HUMAN
ENSP00000340292	DLK1_HUMAN
ENSP00000340296	ACSM6_HUMAN
ENSP00000340297	ARHGA_HUMAN
ENSP00000340299	ZDHC1_HUMAN
ENSP00000340305	UB2V1_HUMAN
ENSP00000340328	NYX_HUMAN
ENSP00000340329	CAPR1_HUMAN
ENSP00000340330	KAT5_HUMAN
ENSP00000340347	TCF7_HUMAN
ENSP00000340361	AVR2B_HUMAN
ENSP00000340369	RINL_HUMAN
ENSP00000340396	GBP5_HUMAN
ENSP00000340402	S15A5_HUMAN
ENSP00000340409	ASM_HUMAN
ENSP00000340427	ERMP1_HUMAN
ENSP00000340434	LDOCL_HUMAN
ENSP00000340445	F154B_HUMAN
ENSP00000340450	GTR14_HUMAN
ENSP00000340454	GDS1_HUMAN
ENSP00000340463	S10AE_HUMAN
ENSP00000340465	S20A2_HUMAN
ENSP00000340466	GANAB_HUMAN
ENSP00000340467	LR16B_HUMAN
ENSP00000340474	MUT7_HUMAN
ENSP00000340477	T179A_HUMAN
ENSP00000340494	ZN395_HUMAN
ENSP00000340505	SENP8_HUMAN
ENSP00000340507	TIF1A_HUMAN
ENSP00000340510	PEPL_HUMAN
ENSP00000340514	ZNF14_HUMAN
ENSP00000340519	LR37B_HUMAN
ENSP00000340523	NMNA3_HUMAN
ENSP00000340524	ZN721_HUMAN
ENSP00000340526	UTS2B_HUMAN
ENSP00000340546	KRA45_HUMAN
ENSP00000340568	COX8C_HUMAN
ENSP00000340578	RASF6_HUMAN
ENSP00000340590	ZCH16_HUMAN
ENSP00000340594	SYDE2_HUMAN
ENSP00000340595	J9JIE0_HUMAN
ENSP00000340596	UBE3B_HUMAN
ENSP00000340608	SGK2_HUMAN
ENSP00000340609	DUPD1_HUMAN
ENSP00000340610	POTEH_HUMAN
ENSP00000340644	CO043_HUMAN
ENSP00000340660	ESPB1_HUMAN
ENSP00000340667	CK096_HUMAN
ENSP00000340668	TM248_HUMAN
ENSP00000340671	DDIT3_HUMAN
ENSP00000340672	ARMX3_HUMAN
ENSP00000340677	WNT8B_HUMAN
ENSP00000340683	ZN823_HUMAN
ENSP00000340684	AOFA_HUMAN
ENSP00000340688	LPHN1_HUMAN
ENSP00000340691	4EBP1_HUMAN
ENSP00000340693	TBC23_HUMAN
ENSP00000340698	GIPC1_HUMAN
ENSP00000340703	SPR2B_HUMAN
ENSP00000340736	GLYG_HUMAN
ENSP00000340742	DOCK7_HUMAN
ENSP00000340748	O13H1_HUMAN
ENSP00000340749	ZN124_HUMAN
ENSP00000340761	BRI3B_HUMAN
ENSP00000340766	SMG7_HUMAN
ENSP00000340776	CC108_HUMAN
ENSP00000340796	ZN326_HUMAN
ENSP00000340797	TRIM3_HUMAN
ENSP00000340799	SP6_HUMAN
ENSP00000340811	CXB5_HUMAN
ENSP00000340820	TAU_HUMAN
ENSP00000340823	T2FB_HUMAN
ENSP00000340836	OSTF1_HUMAN
ENSP00000340841	ZN621_HUMAN
ENSP00000340858	J3KNU0_HUMAN
ENSP00000340864	C1QT1_HUMAN
ENSP00000340879	RAD1_HUMAN
ENSP00000340887	CE047_HUMAN
ENSP00000340896	ASH2L_HUMAN
ENSP00000340900	MIA3_HUMAN
ENSP00000340913	TRPC6_HUMAN
ENSP00000340914	SYT3_HUMAN
ENSP00000340935	DMP1_HUMAN
ENSP00000340937	COHA1_HUMAN
ENSP00000340944	PTN11_HUMAN
ENSP00000340954	CNBD2_HUMAN
ENSP00000340964	Q86TS6_HUMAN
ENSP00000340969	TX264_HUMAN
ENSP00000340975	SWAHD_HUMAN
ENSP00000340979	RN175_HUMAN
ENSP00000340982	SPAG8_HUMAN
ENSP00000340983	LRC25_HUMAN
ENSP00000340988	LRAD2_HUMAN
ENSP00000340989	1433S_HUMAN
ENSP00000340995	TEX11_HUMAN
ENSP00000340998	NET4_HUMAN
ENSP00000341006	J3KNU1_HUMAN
ENSP00000341013	AMTN_HUMAN
ENSP00000341021	NANO2_HUMAN
ENSP00000341024	SATB1_HUMAN
ENSP00000341030	CASB_HUMAN
ENSP00000341031	TPRG1_HUMAN
ENSP00000341032	WNT7B_HUMAN
ENSP00000341045	UDB15_HUMAN
ENSP00000341051	CL18B_HUMAN
ENSP00000341071	ARHG3_HUMAN
ENSP00000341082	RM20_HUMAN
ENSP00000341083	ANPRB_HUMAN
ENSP00000341094	H2A1D_HUMAN
ENSP00000341108	HMX2_HUMAN
ENSP00000341117	SDSL_HUMAN
ENSP00000341128	CLUL1_HUMAN
ENSP00000341138	E41L3_HUMAN
ENSP00000341139	CC062_HUMAN
ENSP00000341141	SN_HUMAN
ENSP00000341151	ZNF81_HUMAN
ENSP00000341159	CERKL_HUMAN
ENSP00000341165	ZN772_HUMAN
ENSP00000341170	PTN_HUMAN
ENSP00000341171	MTSSL_HUMAN
ENSP00000341178	CO062_HUMAN
ENSP00000341189	FAK1_HUMAN
ENSP00000341206	CHST4_HUMAN
ENSP00000341208	STA5A_HUMAN
ENSP00000341213	CT024_HUMAN
ENSP00000341214	H1T_HUMAN
ENSP00000341236	ZN695_HUMAN
ENSP00000341243	RBPJL_HUMAN
ENSP00000341247	ERF3B_HUMAN
ENSP00000341267	HMGN3_HUMAN
ENSP00000341268	TRADD_HUMAN
ENSP00000341280	JARD2_HUMAN
ENSP00000341282	SYCE1_HUMAN
ENSP00000341285	RA1L2_HUMAN
ENSP00000341289	TBB4B_HUMAN
ENSP00000341291	OR2G6_HUMAN
ENSP00000341324	SRFB1_HUMAN
ENSP00000341327	SOCS4_HUMAN
ENSP00000341333	PRA14_HUMAN
ENSP00000341342	KLHL6_HUMAN
ENSP00000341344	GGA1_HUMAN
ENSP00000341346	TEKT1_HUMAN
ENSP00000341351	DCAF5_HUMAN
ENSP00000341361	RNF13_HUMAN
ENSP00000341364	TM230_HUMAN
ENSP00000341368	CF132_HUMAN
ENSP00000341382	SMC4_HUMAN
ENSP00000341412	PLET1_HUMAN
ENSP00000341416	J3KNU2_HUMAN
ENSP00000341422	P4HTM_HUMAN
ENSP00000341442	SNTAN_HUMAN
ENSP00000341451	J3KNU3_HUMAN
ENSP00000341466	H9KV46_HUMAN
ENSP00000341479	IRK14_HUMAN
ENSP00000341483	RANB3_HUMAN
ENSP00000341489	SYDE1_HUMAN
ENSP00000341490	ISM2_HUMAN
ENSP00000341497	ZN177_HUMAN
ENSP00000341504	DCAKD_HUMAN
ENSP00000341524	SEPT6_HUMAN
ENSP00000341528	ZNF34_HUMAN
ENSP00000341538	SC61G_HUMAN
ENSP00000341539	TCAIM_HUMAN
ENSP00000341543	MET23_HUMAN
ENSP00000341549	KLH33_HUMAN
ENSP00000341550	NCKX5_HUMAN
ENSP00000341551	SMAD4_HUMAN
ENSP00000341562	B4GN1_HUMAN
ENSP00000341564	PAQR9_HUMAN
ENSP00000341565	F111B_HUMAN
ENSP00000341581	O52B6_HUMAN
ENSP00000341584	SPB13_HUMAN
ENSP00000341597	F1142_HUMAN
ENSP00000341610	NMES1_HUMAN
ENSP00000341625	CYB5_HUMAN
ENSP00000341637	NR3L1_HUMAN
ENSP00000341640	CO9A3_HUMAN
ENSP00000341652	TBCC1_HUMAN
ENSP00000341657	THYN1_HUMAN
ENSP00000341658	DUS15_HUMAN
ENSP00000341662	ALKMO_HUMAN
ENSP00000341674	ANXA8_HUMAN
ENSP00000341677	TPD55_HUMAN
ENSP00000341679	NADK_HUMAN
ENSP00000341680	DTBP1_HUMAN
ENSP00000341681	ZDHC7_HUMAN
ENSP00000341682	B1AVM8_HUMAN
ENSP00000341684	CCD15_HUMAN
ENSP00000341692	RT29_HUMAN
ENSP00000341698	AKTS1_HUMAN
ENSP00000341730	RL10_HUMAN
ENSP00000341737	NECP1_HUMAN
ENSP00000341743	ENSA_HUMAN
ENSP00000341762	BSPH1_HUMAN
ENSP00000341765	SPT16_HUMAN
ENSP00000341782	GD1L1_HUMAN
ENSP00000341785	ADR1_HUMAN
ENSP00000341787	BTNL3_HUMAN
ENSP00000341794	IL1FA_HUMAN
ENSP00000341803	TC1D4_HUMAN
ENSP00000341805	PHF10_HUMAN
ENSP00000341815	SOX18_HUMAN
ENSP00000341819	VWC2_HUMAN
ENSP00000341821	FPR3_HUMAN
ENSP00000341826	ROA1_HUMAN
ENSP00000341828	CHIA_HUMAN
ENSP00000341835	MYCD_HUMAN
ENSP00000341838	TNNI3_HUMAN
ENSP00000341843	ETV7_HUMAN
ENSP00000341848	GOGB1_HUMAN
ENSP00000341867	SH2D6_HUMAN
ENSP00000341874	RIOK3_HUMAN
ENSP00000341882	CNTN6_HUMAN
ENSP00000341885	RS2_HUMAN
ENSP00000341905	RASL3_HUMAN
ENSP00000341911	PALM_HUMAN
ENSP00000341914	PTHD4_HUMAN
ENSP00000341940	CAV3_HUMAN
ENSP00000341942	AT135_HUMAN
ENSP00000341944	LRC66_HUMAN
ENSP00000341947	LIN54_HUMAN
ENSP00000341952	HAGHL_HUMAN
ENSP00000341957	ASPP2_HUMAN
ENSP00000341961	FX4L3_HUMAN
ENSP00000341963	RSCA1_HUMAN
ENSP00000341987	O51I2_HUMAN
ENSP00000341988	S31D1_HUMAN
ENSP00000341992	NANO3_HUMAN
ENSP00000342002	ZNF93_HUMAN
ENSP00000342007	CP1A2_HUMAN
ENSP00000342008	O2T27_HUMAN
ENSP00000342011	XRCC4_HUMAN
ENSP00000342012	DMKN_HUMAN
ENSP00000342015	COX19_HUMAN
ENSP00000342019	ZN189_HUMAN
ENSP00000342023	FBX38_HUMAN
ENSP00000342026	PRDX6_HUMAN
ENSP00000342032	PMGE_HUMAN
ENSP00000342056	CISY_HUMAN
ENSP00000342070	CATB_HUMAN
ENSP00000342071	LIPT_HUMAN
ENSP00000342075	SIMC1_HUMAN
ENSP00000342082	SLPI_HUMAN
ENSP00000342087	FHIT_HUMAN
ENSP00000342098	SPIT1_HUMAN
ENSP00000342105	DYRK2_HUMAN
ENSP00000342109	SPA12_HUMAN
ENSP00000342112	LMO7_HUMAN
ENSP00000342114	ICAM4_HUMAN
ENSP00000342118	HIPL2_HUMAN
ENSP00000342121	RNF6_HUMAN
ENSP00000342136	CREB3_HUMAN
ENSP00000342137	FBX50_HUMAN
ENSP00000342143	NHRF3_HUMAN
ENSP00000342144	LBN_HUMAN
ENSP00000342148	KISHB_HUMAN
ENSP00000342156	NCTR3_HUMAN
ENSP00000342162	TM221_HUMAN
ENSP00000342169	TEX9_HUMAN
ENSP00000342181	SRP72_HUMAN
ENSP00000342188	LRIQ4_HUMAN
ENSP00000342197	BTNL8_HUMAN
ENSP00000342215	KI2L3_HUMAN
ENSP00000342216	ABCA9_HUMAN
ENSP00000342222	TRPV2_HUMAN
ENSP00000342235	ERBB4_HUMAN
ENSP00000342240	XAGE5_HUMAN
ENSP00000342254	CO061_HUMAN
ENSP00000342262	NUP43_HUMAN
ENSP00000342267	ORNT1_HUMAN
ENSP00000342278	OAS2_HUMAN
ENSP00000342295	ANR55_HUMAN
ENSP00000342300	NELFD_HUMAN
ENSP00000342307	FOXM1_HUMAN
ENSP00000342313	SAM11_HUMAN
ENSP00000342322	TM7S3_HUMAN
ENSP00000342336	F180A_HUMAN
ENSP00000342343	MED22_HUMAN
ENSP00000342344	CCYL1_HUMAN
ENSP00000342356	OSTN_HUMAN
ENSP00000342374	SMD2_HUMAN
ENSP00000342381	VRK2_HUMAN
ENSP00000342385	PTGES_HUMAN
ENSP00000342392	MESP2_HUMAN
ENSP00000342394	E2QRI0_HUMAN
ENSP00000342409	PRY_HUMAN
ENSP00000342411	NRN1L_HUMAN
ENSP00000342434	BAZ1B_HUMAN
ENSP00000342445	CLD4_HUMAN
ENSP00000342448	OR5W2_HUMAN
ENSP00000342481	ATP9A_HUMAN
ENSP00000342499	TSTD2_HUMAN
ENSP00000342502	P5CR2_HUMAN
ENSP00000342510	CEP97_HUMAN
ENSP00000342512	CC033_HUMAN
ENSP00000342513	IFI6_HUMAN
ENSP00000342518	S35F4_HUMAN
ENSP00000342520	I17EL_HUMAN
ENSP00000342529	RIBC2_HUMAN
ENSP00000342535	NLGNY_HUMAN
ENSP00000342538	STMN4_HUMAN
ENSP00000342554	J3KNU7_HUMAN
ENSP00000342557	OXLA_HUMAN
ENSP00000342560	HRH3_HUMAN
ENSP00000342564	J3KNU8_HUMAN
ENSP00000342570	TRML4_HUMAN
ENSP00000342576	F221A_HUMAN
ENSP00000342604	F184A_HUMAN
ENSP00000342609	ACER2_HUMAN
ENSP00000342626	EYA1_HUMAN
ENSP00000342628	SPDE2_HUMAN
ENSP00000342656	EXT2_HUMAN
ENSP00000342667	RN19A_HUMAN
ENSP00000342680	CX067_HUMAN
ENSP00000342681	CD5_HUMAN
ENSP00000342697	O2AG2_HUMAN
ENSP00000342709	PRR19_HUMAN
ENSP00000342710	K2C1B_HUMAN
ENSP00000342711	LY6H_HUMAN
ENSP00000342755	RNF41_HUMAN
ENSP00000342793	PLD1_HUMAN
ENSP00000342805	FAIM1_HUMAN
ENSP00000342812	USP9Y_HUMAN
ENSP00000342818	ZN669_HUMAN
ENSP00000342828	NKX23_HUMAN
ENSP00000342830	RADI_HUMAN
ENSP00000342836	O6C74_HUMAN
ENSP00000342840	LYSM4_HUMAN
ENSP00000342848	NOXA1_HUMAN
ENSP00000342850	CBG_HUMAN
ENSP00000342858	FERM2_HUMAN
ENSP00000342868	SCX_HUMAN
ENSP00000342886	H2B1J_HUMAN
ENSP00000342889	RPAB4_HUMAN
ENSP00000342905	ADNP_HUMAN
ENSP00000342931	PIT1_HUMAN
ENSP00000342935	SDCB2_HUMAN
ENSP00000342938	UPK3L_HUMAN
ENSP00000342952	ADCY2_HUMAN
ENSP00000342962	SERC1_HUMAN
ENSP00000342974	ZN791_HUMAN
ENSP00000342981	GP114_HUMAN
ENSP00000343000	IL19_HUMAN
ENSP00000343001	UBE4B_HUMAN
ENSP00000343002	B3GLT_HUMAN
ENSP00000343021	ALKB2_HUMAN
ENSP00000343022	MOT12_HUMAN
ENSP00000343023	SP100_HUMAN
ENSP00000343027	GNAI1_HUMAN
ENSP00000343040	HMGB1_HUMAN
ENSP00000343054	RBM5_HUMAN
ENSP00000343062	OR2T2_HUMAN
ENSP00000343074	Q7Z3N0_HUMAN
ENSP00000343081	PUS7L_HUMAN
ENSP00000343087	CC157_HUMAN
ENSP00000343103	ANM7_HUMAN
ENSP00000343115	F222B_HUMAN
ENSP00000343118	LTOR4_HUMAN
ENSP00000343126	ARI3B_HUMAN
ENSP00000343129	TRI29_HUMAN
ENSP00000343140	XIRP1_HUMAN
ENSP00000343144	PAR6G_HUMAN
ENSP00000343164	MATN4_HUMAN
ENSP00000343171	CB080_HUMAN
ENSP00000343172	CD040_HUMAN
ENSP00000343190	COAC_HUMAN
ENSP00000343199	TAC2N_HUMAN
ENSP00000343204	JAK1_HUMAN
ENSP00000343212	M3KCL_HUMAN
ENSP00000343223	TCL1B_HUMAN
ENSP00000343234	G3ST1_HUMAN
ENSP00000343242	ZB6CL_HUMAN
ENSP00000343244	DUS21_HUMAN
ENSP00000343246	HXA1_HUMAN
ENSP00000343248	SBK1_HUMAN
ENSP00000343256	H0Y2X3_HUMAN
ENSP00000343273	KLHL7_HUMAN
ENSP00000343274	J3KNV5_HUMAN
ENSP00000343279	FA83G_HUMAN
ENSP00000343282	H4_HUMAN
ENSP00000343290	CI171_HUMAN
ENSP00000343298	LRC41_HUMAN
ENSP00000343313	ATG5_HUMAN
ENSP00000343314	PLM_HUMAN
ENSP00000343318	B3GT5_HUMAN
ENSP00000343325	PKN1_HUMAN
ENSP00000343331	LIPI_HUMAN
ENSP00000343339	P2RX2_HUMAN
ENSP00000343348	VMAC_HUMAN
ENSP00000343362	ANFY1_HUMAN
ENSP00000343366	VSTM1_HUMAN
ENSP00000343376	OSGI1_HUMAN
ENSP00000343392	XRCC3_HUMAN
ENSP00000343398	TMPPE_HUMAN
ENSP00000343412	BRE_HUMAN
ENSP00000343418	SEM4D_HUMAN
ENSP00000343428	GPR18_HUMAN
ENSP00000343435	YIF1B_HUMAN
ENSP00000343443	ZN107_HUMAN
ENSP00000343445	SPB4_HUMAN
ENSP00000343456	I3L099_HUMAN
ENSP00000343463	M3K2_HUMAN
ENSP00000343464	HELT_HUMAN
ENSP00000343477	RUNX3_HUMAN
ENSP00000343479	NBR1_HUMAN
ENSP00000343490	LCTL_HUMAN
ENSP00000343505	TNF13_HUMAN
ENSP00000343507	TM198_HUMAN
ENSP00000343515	TCEA2_HUMAN
ENSP00000343521	OR1J4_HUMAN
ENSP00000343526	UBP1_HUMAN
ENSP00000343535	UBP7_HUMAN
ENSP00000343552	ICMT_HUMAN
ENSP00000343557	NO40_HUMAN
ENSP00000343577	TRYB1_HUMAN
ENSP00000343581	ZFP30_HUMAN
ENSP00000343593	IFT27_HUMAN
ENSP00000343617	ZN606_HUMAN
ENSP00000343619	HXA9_HUMAN
ENSP00000343633	FOXN2_HUMAN
ENSP00000343635	TLDC1_HUMAN
ENSP00000343636	GFRAL_HUMAN
ENSP00000343645	ST1A3_HUMAN
ENSP00000343656	A8MQ07_HUMAN
ENSP00000343657	MCCB_HUMAN
ENSP00000343674	ASTL_HUMAN
ENSP00000343676	CXA4_HUMAN
ENSP00000343686	BTBD8_HUMAN
ENSP00000343701	IMA5_HUMAN
ENSP00000343706	MAGH1_HUMAN
ENSP00000343709	SNX10_HUMAN
ENSP00000343741	ATR_HUMAN
ENSP00000343742	BROX_HUMAN
ENSP00000343745	DICER_HUMAN
ENSP00000343746	COR2A_HUMAN
ENSP00000343747	C2D2B_HUMAN
ENSP00000343758	J3KNV8_HUMAN
ENSP00000343763	IYD1_HUMAN
ENSP00000343765	TRI60_HUMAN
ENSP00000343782	ADRB3_HUMAN
ENSP00000343785	SPY1_HUMAN
ENSP00000343799	RN222_HUMAN
ENSP00000343818	CK5P2_HUMAN
ENSP00000343819	OTX2_HUMAN
ENSP00000343838	UD110_HUMAN
ENSP00000343847	NEK10_HUMAN
ENSP00000343877	MPRG_HUMAN
ENSP00000343885	IPYR2_HUMAN
ENSP00000343890	CPTP_HUMAN
ENSP00000343891	NAL13_HUMAN
ENSP00000343900	CPS4L_HUMAN
ENSP00000343924	PRELP_HUMAN
ENSP00000343925	ESR2_HUMAN
ENSP00000343930	KLH17_HUMAN
ENSP00000343943	PPOX_HUMAN
ENSP00000343951	AB12B_HUMAN
ENSP00000343957	INAR2_HUMAN
ENSP00000343966	PSPC1_HUMAN
ENSP00000343990	TRI14_HUMAN
ENSP00000343995	TEKT3_HUMAN
ENSP00000344012	GA2L1_HUMAN
ENSP00000344040	OR2S1_HUMAN
ENSP00000344041	SNG4_HUMAN
ENSP00000344042	CSRN3_HUMAN
ENSP00000344055	AP3D1_HUMAN
ENSP00000344071	MET24_HUMAN
ENSP00000344087	AUTS2_HUMAN
ENSP00000344095	ZN683_HUMAN
ENSP00000344101	OR6N2_HUMAN
ENSP00000344106	RTN3_HUMAN
ENSP00000344115	CADH5_HUMAN
ENSP00000344125	PMGT2_HUMAN
ENSP00000344129	ZN648_HUMAN
ENSP00000344140	PPR32_HUMAN
ENSP00000344144	J3KNW2_HUMAN
ENSP00000344148	SEM6C_HUMAN
ENSP00000344155	ABCA2_HUMAN
ENSP00000344162	ZN136_HUMAN
ENSP00000344166	G3V2F7_HUMAN
ENSP00000344173	GRM8_HUMAN
ENSP00000344192	IL17_HUMAN
ENSP00000344193	RNAS1_HUMAN
ENSP00000344215	T53I1_HUMAN
ENSP00000344218	CA162_HUMAN
ENSP00000344219	SUSD4_HUMAN
ENSP00000344220	PDPK1_HUMAN
ENSP00000344223	MBTP1_HUMAN
ENSP00000344226	RASF7_HUMAN
ENSP00000344235	DUS28_HUMAN
ENSP00000344241	ZMAT5_HUMAN
ENSP00000344242	LRC17_HUMAN
ENSP00000344254	FXYD5_HUMAN
ENSP00000344259	UB2L3_HUMAN
ENSP00000344260	GLT15_HUMAN
ENSP00000344277	DOK4_HUMAN
ENSP00000344285	BSH_HUMAN
ENSP00000344298	J3QTJ5_HUMAN
ENSP00000344307	FOCAD_HUMAN
ENSP00000344308	ZN341_HUMAN
ENSP00000344314	OFD1_HUMAN
ENSP00000344322	S23A2_HUMAN
ENSP00000344331	FA69C_HUMAN
ENSP00000344352	ATF3_HUMAN
ENSP00000344353	LPAR6_HUMAN
ENSP00000344364	LRC29_HUMAN
ENSP00000344392	J3KNW5_HUMAN
ENSP00000344393	FCF1_HUMAN
ENSP00000344401	LN28B_HUMAN
ENSP00000344411	TS1R3_HUMAN
ENSP00000344413	PSG5_HUMAN
ENSP00000344420	KRA13_HUMAN
ENSP00000344424	K0247_HUMAN
ENSP00000344430	IFM10_HUMAN
ENSP00000344431	DJB13_HUMAN
ENSP00000344432	DOK7_HUMAN
ENSP00000344446	FGD6_HUMAN
ENSP00000344456	CTNB1_HUMAN
ENSP00000344460	CBS_HUMAN
ENSP00000344468	SDC3_HUMAN
ENSP00000344470	LRC39_HUMAN
ENSP00000344479	NR4A2_HUMAN
ENSP00000344488	JPH1_HUMAN
ENSP00000344489	RN133_HUMAN
ENSP00000344504	H10_HUMAN
ENSP00000344524	NEB1_HUMAN
ENSP00000344537	TAF6_HUMAN
ENSP00000344545	SG1C1_HUMAN
ENSP00000344547	PTMA_HUMAN
ENSP00000344549	CAR14_HUMAN
ENSP00000344551	MORN2_HUMAN
ENSP00000344563	CL12B_HUMAN
ENSP00000344566	CU002_HUMAN
ENSP00000344572	FIBP_HUMAN
ENSP00000344577	APOL3_HUMAN
ENSP00000344579	FSCB_HUMAN
ENSP00000344609	BTG3_HUMAN
ENSP00000344616	ZAR1L_HUMAN
ENSP00000344627	J3KNW6_HUMAN
ENSP00000344635	CCNG1_HUMAN
ENSP00000344648	GLPT_HUMAN
ENSP00000344655	J3KNW7_HUMAN
ENSP00000344659	GLBL2_HUMAN
ENSP00000344666	MERL_HUMAN
ENSP00000344668	KRIT1_HUMAN
ENSP00000344672	NHSL1_HUMAN
ENSP00000344674	DHRS2_HUMAN
ENSP00000344683	CK5P3_HUMAN
ENSP00000344724	TOX2_HUMAN
ENSP00000344729	F166A_HUMAN
ENSP00000344741	INSI1_HUMAN
ENSP00000344742	STABP_HUMAN
ENSP00000344749	CCD37_HUMAN
ENSP00000344758	ECM2_HUMAN
ENSP00000344777	F8WBV3_HUMAN
ENSP00000344779	RHBL4_HUMAN
ENSP00000344782	GFI1B_HUMAN
ENSP00000344789	ACACA_HUMAN
ENSP00000344791	ZN600_HUMAN
ENSP00000344801	NCKX2_HUMAN
ENSP00000344818	UBC_HUMAN
ENSP00000344820	KCNK7_HUMAN
ENSP00000344822	S10AD_HUMAN
ENSP00000344828	ZN678_HUMAN
ENSP00000344829	QPCT_HUMAN
ENSP00000344831	S2540_HUMAN
ENSP00000344844	HAVR1_HUMAN
ENSP00000344847	ATS12_HUMAN
ENSP00000344855	FXL14_HUMAN
ENSP00000344860	IGFL3_HUMAN
ENSP00000344866	FBXL5_HUMAN
ENSP00000344871	MYO1F_HUMAN
ENSP00000344874	B7ZLT5_HUMAN
ENSP00000344903	MAFK_HUMAN
ENSP00000344904	RIC3_HUMAN
ENSP00000344909	TP4A2_HUMAN
ENSP00000344929	BPIB6_HUMAN
ENSP00000344936	PTTG1_HUMAN
ENSP00000344937	D19L3_HUMAN
ENSP00000344942	U119B_HUMAN
ENSP00000344961	PKHG7_HUMAN
ENSP00000344967	SPY4_HUMAN
ENSP00000344976	IRPL2_HUMAN
ENSP00000344989	DALD3_HUMAN
ENSP00000344996	PALM3_HUMAN
ENSP00000345001	CRTC1_HUMAN
ENSP00000345008	FBLN5_HUMAN
ENSP00000345014	TBC3G_HUMAN
ENSP00000345023	GSTO2_HUMAN
ENSP00000345024	GLI4_HUMAN
ENSP00000345029	FA47A_HUMAN
ENSP00000345044	SBK2_HUMAN
ENSP00000345060	GP179_HUMAN
ENSP00000345064	PRIC1_HUMAN
ENSP00000345079	CSRP1_HUMAN
ENSP00000345083	MP2K3_HUMAN
ENSP00000345096	IMDH1_HUMAN
ENSP00000345102	CS035_HUMAN
ENSP00000345107	SMAKA_HUMAN
ENSP00000345133	MRCKG_HUMAN
ENSP00000345140	ZN746_HUMAN
ENSP00000345144	RCBT2_HUMAN
ENSP00000345147	NKX24_HUMAN
ENSP00000345151	RFAL1_HUMAN
ENSP00000345152	T120B_HUMAN
