Ensembl Protein ID	Ensembl Gene ID	HGNC symbol
ENSP00000309439	ENSG00000170689	HOXB9
ENSP00000309457	ENSG00000006715	VPS41
ENSP00000309463	ENSG00000175536	LIPT2
ENSP00000309474	ENSG00000173692	PSMD1
ENSP00000309477	ENSG00000122729	ACO1
ENSP00000309487	ENSG00000174500	GCET2
ENSP00000309493	ENSG00000173612	GPRC6A
ENSP00000309501	ENSG00000174145	KIAA1239
ENSP00000309503	ENSG00000164924	YWHAZ
ENSP00000309504	ENSG00000147606	SLC26A7
ENSP00000309509	ENSG00000145287	PLAC8
ENSP00000309515	ENSG00000175287	PHYHD1
ENSP00000309521	ENSG00000203896	LIME1
ENSP00000309524	ENSG00000204414	CSHL1
ENSP00000309532	ENSG00000175274	TP53I11
ENSP00000309538	ENSG00000163331	DAPL1
ENSP00000309539	ENSG00000092964	DPYSL2
ENSP00000309542	ENSG00000256713	PGA5
ENSP00000309548	ENSG00000172840	PDP2
ENSP00000309555	ENSG00000172534	HCFC1
ENSP00000309558	ENSG00000172660	TAF15
ENSP00000309560	ENSG00000172653	C17orf66
ENSP00000309561	ENSG00000174917	C19orf70
ENSP00000309565	ENSG00000173660	UQCRH
ENSP00000309570	ENSG00000118263	KLF7
ENSP00000309572	ENSG00000164362	TERT
ENSP00000309576	ENSG00000116977	LGALS8
ENSP00000309591	ENSG00000072062	PRKACA
ENSP00000309595	ENSG00000107815	C10orf2
ENSP00000309597	ENSG00000173327	MAP3K11
ENSP00000309606	ENSG00000175213	ZNF408
ENSP00000309610	ENSG00000087995	METTL2A
ENSP00000309622	ENSG00000114126	TFDP2
ENSP00000309629	ENSG00000172757	CFL1
ENSP00000309640	ENSG00000173950	C3orf21
ENSP00000309644	ENSG00000145919	BOD1
ENSP00000309649	ENSG00000174990	CA5A
ENSP00000309653	ENSG00000174332	GLIS1
ENSP00000309673	ENSG00000175485	OR52W1
ENSP00000309681	ENSG00000173581	CCDC106
ENSP00000309689	ENSG00000077454	LRCH4
ENSP00000309690	ENSG00000172869	DMXL1
ENSP00000309710	ENSG00000143570	SLC39A1
ENSP00000309714	ENSG00000174705	SH3PXD2B
ENSP00000309741	ENSG00000173930	SLCO4C1
ENSP00000309749	ENSG00000128394	APOBEC3F
ENSP00000309751	ENSG00000174327	SLC16A13
ENSP00000309757	ENSG00000175445	LPL
ENSP00000309762	ENSG00000172752	COL6A5
ENSP00000309767	ENSG00000174885	NLRP6
ENSP00000309771	ENSG00000171631	P2RY6
ENSP00000309772	ENSG00000106034	C7orf58
ENSP00000309782	ENSG00000172935	MRGPRF
ENSP00000309786	ENSG00000174196	FAM21D
ENSP00000309790	ENSG00000129534	MIS18BP1
ENSP00000309792	ENSG00000160055	TMEM234
ENSP00000309794	ENSG00000167291	TBC1D16
ENSP00000309812	ENSG00000174255	ZNF80
ENSP00000309818	ENSG00000174417	TRHR
ENSP00000309823	ENSG00000137166	FOXP4
ENSP00000309830	ENSG00000172809	RPL38
ENSP00000309831	ENSG00000169371	SNUPN
ENSP00000309836	ENSG00000244607	CCDC13
ENSP00000309845	ENSG00000174775	HRAS
ENSP00000309871	ENSG00000161800	RACGAP1
ENSP00000309899	ENSG00000141562	NARF
ENSP00000309913	ENSG00000089225	TBX5
ENSP00000309945	ENSG00000169682	SPNS1
ENSP00000309953	ENSG00000172638	EFEMP2
ENSP00000309968	ENSG00000151694	ADAM17
ENSP00000309992	ENSG00000015171	ZMYND11
ENSP00000310003	ENSG00000174871	CNIH2
ENSP00000310006	ENSG00000174738	NR1D2
ENSP00000310008	ENSG00000173928	C19orf39
ENSP00000310015	ENSG00000065457	ADAT1
ENSP00000310031	ENSG00000239704	CDRT4
ENSP00000310033	ENSG00000172748	ZNF596
ENSP00000310036	ENSG00000174059	CD34
ENSP00000310040	ENSG00000175390	EIF3F
ENSP00000310042	ENSG00000173545	ZNF622
ENSP00000310057	ENSG00000174137	FAM53A
ENSP00000310071	ENSG00000164162	ANAPC10
ENSP00000310082	ENSG00000103037	SETD6
ENSP00000310088	ENSG00000159335	PTMS
ENSP00000310094	ENSG00000149930	TAOK2
ENSP00000310110	ENSG00000125355	FAM70A
ENSP00000310111	ENSG00000173641	HSPB7
ENSP00000310117	ENSG00000173457	PPP1R14B
ENSP00000310120	ENSG00000175548	ALG10B
ENSP00000310126	ENSG00000174482	LINGO2
ENSP00000310127	ENSG00000126456	IRF3
ENSP00000310129	ENSG00000175166	PSMD2
ENSP00000310135	ENSG00000175182	FAM131A
ENSP00000310146	ENSG00000173727	
ENSP00000310149	ENSG00000073067	CYP2W1
ENSP00000310170	ENSG00000175592	FOSL1
ENSP00000310182	ENSG00000174749	C4orf32
ENSP00000310189	ENSG00000173542	MOB1B
ENSP00000310193	ENSG00000175463	TBC1D10C
ENSP00000310205	ENSG00000175352	NRIP3
ENSP00000310208	ENSG00000138074	SLC5A6
ENSP00000310216	ENSG00000183542	KLRC4
ENSP00000310219	ENSG00000173110	HSPA6
ENSP00000310226	ENSG00000174903	RAB1B
ENSP00000310241	ENSG00000172940	SLC22A13
ENSP00000310244	ENSG00000172575	RASGRP1
ENSP00000310255	ENSG00000175514	GPR152
ENSP00000310260	ENSG00000102786	INTS6
ENSP00000310263	ENSG00000173530	TNFRSF10D
ENSP00000310275	ENSG00000175334	BANF1
ENSP00000310301	ENSG00000172845	SP3
ENSP00000310303	ENSG00000173769	C3orf77
ENSP00000310305	ENSG00000175591	P2RY2
ENSP00000310309	ENSG00000173210	ABLIM3
ENSP00000310321	ENSG00000175224	ATG13
ENSP00000310332	ENSG00000174013	FBXO45
ENSP00000310335	ENSG00000174236	REP15
ENSP00000310337	ENSG00000174982	OR4S2
ENSP00000310338	ENSG00000174718	C12orf35
ENSP00000310356	ENSG00000175643	RMI2
ENSP00000310360	ENSG00000119661	DNAL1
ENSP00000310375	ENSG00000100427	MLC1
ENSP00000310405	ENSG00000173578	XCR1
ENSP00000310406	ENSG00000174791	RIN1
ENSP00000310431	ENSG00000140506	LMAN1L
ENSP00000310440	ENSG00000130724	CHMP2A
ENSP00000310447	ENSG00000135423	GLS2
ENSP00000310448	ENSG00000175467	SART1
ENSP00000310453	ENSG00000217128	FNIP1
ENSP00000310459	ENSG00000166452	AKIP1
ENSP00000310465	ENSG00000175604	
ENSP00000310471	ENSG00000173914	RBM4B
ENSP00000310472	ENSG00000197566	ZNF624
ENSP00000310485	ENSG00000157423	HYDIN
ENSP00000310488	ENSG00000174667	OR7D4
ENSP00000310490	ENSG00000174326	SLC16A11
ENSP00000310491	ENSG00000175220	ARHGAP1
ENSP00000310515	ENSG00000175646	PRM1
ENSP00000310520	ENSG00000175595	ERCC4
ENSP00000310521	ENSG00000121542	SEC22A
ENSP00000310543	ENSG00000100711	ZFYVE21
ENSP00000310547	ENSG00000173137	ADCK5
ENSP00000310551	ENSG00000172954	LCLAT1
ENSP00000310557	ENSG00000175538	KCNE3
ENSP00000310561	ENSG00000134909	ARHGAP32
ENSP00000310565	ENSG00000171451	DSEL
ENSP00000310568	ENSG00000100433	KCNK10
ENSP00000310572	ENSG00000087191	PSMC5
ENSP00000310573	ENSG00000204897	KRT25
ENSP00000310585	ENSG00000174788	PCP2
ENSP00000310590	ENSG00000055483	USP36
ENSP00000310593	ENSG00000164114	MAP9
ENSP00000310594	ENSG00000172568	FNDC9
ENSP00000310596	ENSG00000175324	LSM1
ENSP00000310620	ENSG00000172803	SNX32
ENSP00000310621	ENSG00000010282	HHATL
ENSP00000310622	ENSG00000173627	APOBEC4
ENSP00000310623	ENSG00000136003	ISCU
ENSP00000310631	ENSG00000172938	MRGPRD
ENSP00000310632	ENSG00000197376	OR8S1
ENSP00000310649	ENSG00000160469	BRSK1
ENSP00000310658	ENSG00000175356	SCUBE2
ENSP00000310661	ENSG00000171408	PDE7B
ENSP00000310668	ENSG00000102900	NUP93
ENSP00000310670	ENSG00000158941	KIAA1967
ENSP00000310686	ENSG00000174989	FBXW8
ENSP00000310688	ENSG00000173208	ABCD2
ENSP00000310697	ENSG00000174672	BRSK2
ENSP00000310701	ENSG00000074219	TEAD2
ENSP00000310704	ENSG00000172519	OR10H5
ENSP00000310721	ENSG00000172817	CYP7B1
ENSP00000310722	ENSG00000172680	MOS
ENSP00000310723	ENSG00000174243	DDX23
ENSP00000310726	ENSG00000173141	MRP63
ENSP00000310729	ENSG00000122557	HERPUD2
ENSP00000310749	ENSG00000115756	HPCAL1
ENSP00000310770	ENSG00000173401	GLIPR1L1
ENSP00000310771	ENSG00000141738	GRB7
ENSP00000310785	ENSG00000175110	MRPS22
ENSP00000310788	ENSG00000174957	OR5J2
ENSP00000310796	ENSG00000173451	THAP2
ENSP00000310800	ENSG00000173218	VANGL1
ENSP00000310801	ENSG00000171695	C20orf201
ENSP00000310803	ENSG00000173349	SFT2D3
ENSP00000310814	ENSG00000174448	STARD6
ENSP00000310826	ENSG00000173862	
ENSP00000310832	ENSG00000174080	CTSF
ENSP00000310841	ENSG00000103264	FBXO31
ENSP00000310842	ENSG00000140525	FANCI
ENSP00000310856	ENSG00000228567	VN1R4
ENSP00000310861	ENSG00000172867	KRT2
ENSP00000310874	ENSG00000172932	ANKRD13D
ENSP00000310878	ENSG00000174595	KLF14
ENSP00000310880	ENSG00000172005	MAL
ENSP00000310891	ENSG00000147408	CSGALNACT1
ENSP00000310901	ENSG00000175183	CSRP2
ENSP00000310928	ENSG00000112033	PPARD
ENSP00000310933	ENSG00000110514	MADD
ENSP00000310935	ENSG00000173486	FKBP2
ENSP00000310951	ENSG00000130349	C6orf203
ENSP00000310966	ENSG00000117877	CD3EAP
ENSP00000310969	ENSG00000243244	STON1
ENSP00000310978	ENSG00000175309	AGXT2L2
ENSP00000310998	ENSG00000103174	NAGPA
ENSP00000311005	ENSG00000166484	MAPK7
ENSP00000311010	ENSG00000135374	ELF5
ENSP00000311028	ENSG00000164587	RPS14
ENSP00000311030	ENSG00000140798	ABCC12
ENSP00000311032	ENSG00000164305	CASP3
ENSP00000311035	ENSG00000163606	CD200R1
ENSP00000311038	ENSG00000196099	OR6M1
ENSP00000311083	ENSG00000173207	CKS1B
ENSP00000311095	ENSG00000187048	CYP4A11
ENSP00000311113	ENSG00000173801	JUP
ENSP00000311117	ENSG00000155368	DBI
ENSP00000311121	ENSG00000154611	PSMA8
ENSP00000311122	ENSG00000178821	TMEM52
ENSP00000311127	ENSG00000173511	VEGFB
ENSP00000311134	ENSG00000196642	C9orf86
ENSP00000311135	ENSG00000150990	DHX37
ENSP00000311153	ENSG00000121716	PILRB
ENSP00000311165	ENSG00000240583	AQP1
ENSP00000311183	ENSG00000174586	ZNF497
ENSP00000311184	ENSG00000173714	WFIKKN2
ENSP00000311196	ENSG00000174576	NPAS4
ENSP00000311200	ENSG00000154889	MPPE1
ENSP00000311202	ENSG00000174943	KCTD13
ENSP00000311218	ENSG00000173728	C1orf100
ENSP00000311219	ENSG00000213186	TRIM59
ENSP00000311221	ENSG00000172667	ZMAT3
ENSP00000311224	ENSG00000184227	ACOT1
ENSP00000311245	ENSG00000173915	USMG5
ENSP00000311257	ENSG00000173320	STOX2
ENSP00000311273	ENSG00000118997	DNAH7
ENSP00000311280	ENSG00000102034	ELF4
ENSP00000311290	ENSG00000175325	PROP1
ENSP00000311291	ENSG00000174640	SLCO2A1
ENSP00000311300	ENSG00000172543	CTSW
ENSP00000311307	ENSG00000174792	C4orf26
ENSP00000311313	ENSG00000175315	CST6
ENSP00000311318	ENSG00000130734	ATG4D
ENSP00000311319	ENSG00000173480	ZNF417
ENSP00000311320	ENSG00000144214	LYG1
ENSP00000311336	ENSG00000130270	ATP8B3
ENSP00000311343	ENSG00000174776	WDR49
ENSP00000311344	ENSG00000137713	PPP2R1B
ENSP00000311360	ENSG00000172613	RAD9A
ENSP00000311364	ENSG00000172551	MUCL1
ENSP00000311368	ENSG00000175482	POLD4
ENSP00000311390	ENSG00000174109	C16orf91
ENSP00000311398	ENSG00000173431	RNASE8
ENSP00000311399	ENSG00000157538	DSCR3
ENSP00000311401	ENSG00000174839	FAM116A
ENSP00000311402	ENSG00000164889	SLC4A2
ENSP00000311405	ENSG00000174233	ADCY6
ENSP00000311427	ENSG00000173548	SNX33
ENSP00000311429	ENSG00000174442	ZWILCH
ENSP00000311430	ENSG00000174444	RPL4
ENSP00000311436	ENSG00000174429	ABRA
ENSP00000311447	ENSG00000174939	ASPHD1
ENSP00000311449	ENSG00000175582	RAB6A
ENSP00000311453	ENSG00000073417	PDE8A
ENSP00000311469	ENSG00000134184	GSTM1
ENSP00000311477	ENSG00000174970	OR10AG1
ENSP00000311479	ENSG00000173237	C11orf86
ENSP00000311489	ENSG00000173898	SPTBN2
ENSP00000311492	ENSG00000175329	ISX
ENSP00000311493	ENSG00000068781	STON1-GTF2A1L
ENSP00000311496	ENSG00000173838	MARCH10
ENSP00000311500	ENSG00000173272	MZT2A
ENSP00000311502	ENSG00000173706	HEG1
ENSP00000311505	ENSG00000173226	IQCB1
ENSP00000311513	ENSG00000048649	RSF1
ENSP00000311521	ENSG00000188033	ZNF490
ENSP00000311528	ENSG00000250510	GPR162
ENSP00000311538	ENSG00000120500	ARR3
ENSP00000311545	ENSG00000174837	EMR1
ENSP00000311572	ENSG00000106853	PTGR1
ENSP00000311579	ENSG00000173273	TNKS
ENSP00000311596	ENSG00000196110	ZNF699
ENSP00000311605	ENSG00000175619	OR4B1
ENSP00000311609	ENSG00000175093	SPSB4
ENSP00000311642	ENSG00000174171	
ENSP00000311648	ENSG00000174607	UGT8
ENSP00000311656	ENSG00000256061	DYX1C1-CCPG1
ENSP00000311657	ENSG00000175318	GRAMD2
ENSP00000311665	ENSG00000175575	PAAF1
ENSP00000311677	ENSG00000117751	PPP1R8
ENSP00000311679	ENSG00000173258	ZNF483
ENSP00000311684	ENSG00000072195	SPEG
ENSP00000311687	ENSG00000172548	NIPAL4
ENSP00000311688	ENSG00000172774	OR1S1
ENSP00000311695	ENSG00000175602	CCDC85B
ENSP00000311697	ENSG00000138675	FGF5
ENSP00000311712	ENSG00000175077	RTP1
ENSP00000311713	ENSG00000172939	OXSR1
ENSP00000311733	ENSG00000174600	CMKLR1
ENSP00000311740	ENSG00000174886	NDUFA11
ENSP00000311746	ENSG00000129451	KLK10
ENSP00000311747	ENSG00000239306	RBM14
ENSP00000311760	ENSG00000174521	TTC9B
ENSP00000311766	ENSG00000160072	ATAD3B
ENSP00000311768	ENSG00000120963	ZNF706
ENSP00000311778	ENSG00000122515	ZMIZ2
ENSP00000311816	ENSG00000084093	REST
ENSP00000311825	ENSG00000175029	CTBP2
ENSP00000311827	ENSG00000174579	MSL2
ENSP00000311833	ENSG00000134955	SLC37A2
ENSP00000311837	ENSG00000172554	SNTG2
ENSP00000311842	ENSG00000175348	TMEM9B
ENSP00000311847	ENSG00000153048	CARHSP1
ENSP00000311856	ENSG00000174032	SLC25A30
ENSP00000311857	ENSG00000175354	PTPN2
ENSP00000311862	ENSG00000172689	MS4A10
ENSP00000311873	ENSG00000174371	EXO1
ENSP00000311876	ENSG00000113552	GNPDA1
ENSP00000311888	ENSG00000131446	MGAT1
ENSP00000311899	ENSG00000123977	WDR69
ENSP00000311905	ENSG00000090006	LTBP4
ENSP00000311957	ENSG00000172687	ZNF738
ENSP00000311962	ENSG00000103365	GGA2
ENSP00000311977	ENSG00000141994	DUS3L
ENSP00000311984	ENSG00000213995	CARKD
ENSP00000311997	ENSG00000100285	NEFH
ENSP00000312001	ENSG00000173114	LRRN3
ENSP00000312002	ENSG00000135077	HAVCR2
ENSP00000312017	ENSG00000167695	FAM57A
ENSP00000312021	ENSG00000174951	FUT1
ENSP00000312027	ENSG00000173762	CD7
ENSP00000312029	ENSG00000175567	UCP2
ENSP00000312042	ENSG00000115677	HDLBP
ENSP00000312054	ENSG00000175600	C7orf10
ENSP00000312066	ENSG00000167881	SRP68
ENSP00000312070	ENSG00000240184	PCDHGC3
ENSP00000312081	ENSG00000172830	SSH3
ENSP00000312099	ENSG00000213139	CRYGS
ENSP00000312107	ENSG00000173960	UBXN2A
ENSP00000312122	ENSG00000157020	SEC13
ENSP00000312126	ENSG00000129467	ADCY4
ENSP00000312129	ENSG00000168418	KCNG4
ENSP00000312134	ENSG00000186652	PRG2
ENSP00000312141	ENSG00000175105	ZNF654
ENSP00000312142	ENSG00000173295	
ENSP00000312143	ENSG00000136205	TNS3
ENSP00000312150	ENSG00000173334	TRIB1
ENSP00000312158	ENSG00000112763	BTN2A1
ENSP00000312185	ENSG00000155849	ELMO1
ENSP00000312189	ENSG00000205560	CPT1B
ENSP00000312208	ENSG00000174937	OR5M3
ENSP00000312222	ENSG00000174306	ZHX3
ENSP00000312224	ENSG00000129480	C14orf126
ENSP00000312235	ENSG00000173702	MUC13
ENSP00000312244	ENSG00000005302	MSL3
ENSP00000312250	ENSG00000159322	ADPGK
ENSP00000312262	ENSG00000173020	ADRBK1
ENSP00000312272	ENSG00000175155	YPEL2
ENSP00000312273	ENSG00000153902	LGI4
ENSP00000312277	ENSG00000168813	ZNF507
ENSP00000312284	ENSG00000258484	SPESP1
ENSP00000312286	ENSG00000170890	PLA2G1B
ENSP00000312288	ENSG00000138796	HADH
ENSP00000312299	ENSG00000172969	FRG2C
ENSP00000312304	ENSG00000137364	TPMT
ENSP00000312309	ENSG00000174292	TNK1
ENSP00000312311	ENSG00000259494	
ENSP00000312318	ENSG00000173465	SSSCA1
ENSP00000312326	ENSG00000131471	AOC3
ENSP00000312356	ENSG00000174173	RG9MTD1
ENSP00000312368	ENSG00000174226	SNX31
ENSP00000312370	ENSG00000042286	AIFM2
ENSP00000312385	ENSG00000174279	EVX2
ENSP00000312395	ENSG00000187145	MRPS21
ENSP00000312397	ENSG00000146021	KLHL3
ENSP00000312399	ENSG00000173093	CCDC63
ENSP00000312402	ENSG00000172716	SLFN11
ENSP00000312403	ENSG00000174339	OR2Y1
ENSP00000312411	ENSG00000175175	PPM1E
ENSP00000312415	ENSG00000165583	SSX5
ENSP00000312435	ENSG00000173402	DAG1
ENSP00000312436	ENSG00000123405	NFE2
ENSP00000312439	ENSG00000173456	RNF26
ENSP00000312442	ENSG00000213983	AP1G2
ENSP00000312455	ENSG00000003402	CFLAR
ENSP00000312457	ENSG00000164929	BAALC
ENSP00000312458	ENSG00000173409	ARV1
ENSP00000312470	ENSG00000175393	OR10A6
ENSP00000312506	ENSG00000173546	CSPG4
ENSP00000312535	ENSG00000173621	LRFN4
ENSP00000312550	ENSG00000174938	SEZ6L2
ENSP00000312584	ENSG00000073605	GSDMB
ENSP00000312587	ENSG00000135469	COQ10A
ENSP00000312599	ENSG00000175606	TMEM70
ENSP00000312606	ENSG00000117448	AKR1A1
ENSP00000312615	ENSG00000172663	TMEM134
ENSP00000312618	ENSG00000177646	ACAD9
ENSP00000312624	ENSG00000173991	TCAP
ENSP00000312625	ENSG00000127483	HP1BP3
ENSP00000312631	ENSG00000173404	INSM1
ENSP00000312649	ENSG00000155846	PPARGC1B
ENSP00000312652	ENSG00000174697	LEP
ENSP00000312663	ENSG00000174343	CHRNA9
ENSP00000312664	ENSG00000106144	CASP2
ENSP00000312671	ENSG00000173442	EHBP1L1
ENSP00000312672	ENSG00000181264	TMEM136
ENSP00000312673	ENSG00000259384	GH1
ENSP00000312675	ENSG00000177238	TRIM72
ENSP00000312678	ENSG00000101871	MID1
ENSP00000312679	ENSG00000135426	KIAA0748
ENSP00000312697	ENSG00000178028	DMAP1
ENSP00000312700	ENSG00000177191	B3GNT8
ENSP00000312702	ENSG00000177684	DEFB114
ENSP00000312706	ENSG00000139537	CCDC65
ENSP00000312709	ENSG00000178913	TAF7
ENSP00000312734	ENSG00000166128	RAB8B
ENSP00000312735	ENSG00000047315	POLR2B
ENSP00000312741	ENSG00000110931	CAMKK2
ENSP00000312753	ENSG00000177096	FAM109B
ENSP00000312767	ENSG00000178404	
ENSP00000312769	ENSG00000084072	PPIE
ENSP00000312770	ENSG00000178074	C2orf69
ENSP00000312774	ENSG00000177202	SPACA4
ENSP00000312778	ENSG00000068885	IFT80
ENSP00000312789	ENSG00000105204	DYRK1B
ENSP00000312814	ENSG00000180901	KCTD2
ENSP00000312834	ENSG00000175727	MLXIP
ENSP00000312837	ENSG00000131242	RAB11FIP4
ENSP00000312870	ENSG00000111877	MCM9
ENSP00000312946	ENSG00000010327	STAB1
ENSP00000312981	ENSG00000168883	USP39
ENSP00000312987	ENSG00000101076	HNF4A
ENSP00000312988	ENSG00000104825	NFKBIB
ENSP00000312995	ENSG00000092853	CLSPN
ENSP00000312999	ENSG00000114353	GNAI2
ENSP00000313007	ENSG00000070756	PABPC1
ENSP00000313021	ENSG00000111837	MAK
ENSP00000313025	ENSG00000169247	SH3TC2
ENSP00000313034	ENSG00000159069	FBXW5
ENSP00000313046	ENSG00000181790	BAI1
ENSP00000313050	ENSG00000146729	GBAS
ENSP00000313059	ENSG00000060237	WNK1
ENSP00000313070	ENSG00000145725	PPIP5K2
ENSP00000313079	ENSG00000180730	SHISA2
ENSP00000313084	ENSG00000164318	EGFLAM
ENSP00000313088	ENSG00000166342	NETO1
ENSP00000313110	ENSG00000181803	OR6S1
ENSP00000313121	ENSG00000135317	SNX14
ENSP00000313158	ENSG00000178175	ZNF366
ENSP00000313159	ENSG00000178974	FBXO34
ENSP00000313169	ENSG00000144061	NPHP1
ENSP00000313171	ENSG00000176208	ATAD5
ENSP00000313172	ENSG00000112276	BVES
ENSP00000313199	ENSG00000138668	HNRNPD
ENSP00000313214	ENSG00000168591	TMUB2
ENSP00000313226	ENSG00000178531	CTXN1
ENSP00000313243	ENSG00000176160	HSF5
ENSP00000313258	ENSG00000118156	ZNF541
ENSP00000313309	ENSG00000010361	FUZ
ENSP00000313318	ENSG00000181830	SLC35C1
ENSP00000313324	ENSG00000180044	C3orf80
ENSP00000313350	ENSG00000171865	RNASEH1
ENSP00000313363	ENSG00000175773	
ENSP00000313377	ENSG00000125779	PANK2
ENSP00000313384	ENSG00000180016	OR1E1
ENSP00000313385	ENSG00000181826	RELL1
ENSP00000313391	ENSG00000153071	DAB2
ENSP00000313408	ENSG00000141524	TMC6
ENSP00000313419	ENSG00000177455	CD19
ENSP00000313420	ENSG00000253729	PRKDC
ENSP00000313422	ENSG00000182196	ARL6IP4
ENSP00000313423	ENSG00000125861	GFRA4
ENSP00000313432	ENSG00000137106	GRHPR
ENSP00000313437	ENSG00000123342	MMP19
ENSP00000313443	ENSG00000177599	ZNF491
ENSP00000313454	ENSG00000033178	UBA6
ENSP00000313490	ENSG00000178921	PFAS
ENSP00000313500	ENSG00000125319	C17orf53
ENSP00000313504	ENSG00000102893	PHKB
ENSP00000313506	ENSG00000088756	ARHGAP28
ENSP00000313513	ENSG00000151687	ANKAR
ENSP00000313571	ENSG00000178934	LGALS7B
ENSP00000313572	ENSG00000177453	
ENSP00000313581	ENSG00000167751	KLK2
ENSP00000313582	ENSG00000125945	ZNF436
ENSP00000313600	ENSG00000118322	ATP10B
ENSP00000313601	ENSG00000132024	CC2D1A
ENSP00000313603	ENSG00000204574	ABCF1
ENSP00000313644	ENSG00000071054	MAP4K4
ENSP00000313661	ENSG00000179546	HTR1D
ENSP00000313670	ENSG00000178038	ALS2CL
ENSP00000313674	ENSG00000131043	C20orf4
ENSP00000313681	ENSG00000176170	SPHK1
ENSP00000313691	ENSG00000181867	FTMT
ENSP00000313699	ENSG00000181333	HEPHL1
ENSP00000313704	ENSG00000176058	TPRN
ENSP00000313731	ENSG00000161714	PLCD3
ENSP00000313740	ENSG00000017483	SLC38A5
ENSP00000313752	ENSG00000176101	SSNA1
ENSP00000313759	ENSG00000178971	CTC1
ENSP00000313803	ENSG00000180090	OR3A1
ENSP00000313809	ENSG00000178522	AMBN
ENSP00000313811	ENSG00000136878	USP20
ENSP00000313816	ENSG00000164306	CCDC111
ENSP00000313822	ENSG00000102984	ZNF821
ENSP00000313829	ENSG00000121774	KHDRBS1
ENSP00000313833	ENSG00000177984	LCN15
ENSP00000313851	ENSG00000083642	PDS5B
ENSP00000313854	ENSG00000049656	CLPTM1L
ENSP00000313869	ENSG00000114745	GORASP1
ENSP00000313875	ENSG00000117335	CD46
ENSP00000313881	ENSG00000179455	MKRN3
ENSP00000313885	ENSG00000177728	KIAA0195
ENSP00000313886	ENSG00000176896	TCEANC
ENSP00000313890	ENSG00000179837	RBM15B
ENSP00000313921	ENSG00000175806	MSRA
ENSP00000313922	ENSG00000143450	OAZ3
ENSP00000313933	ENSG00000112624	KIAA0240
ENSP00000313936	ENSG00000244623	OR2AE1
ENSP00000313950	ENSG00000178999	AURKB
ENSP00000313953	ENSG00000018699	TTC27
ENSP00000313967	ENSG00000173369	C1QB
ENSP00000313973	ENSG00000126542	PTPN20C
ENSP00000313983	ENSG00000147548	WHSC1L1
ENSP00000313995	ENSG00000124702	KLHDC3
ENSP00000314004	ENSG00000176248	ANAPC2
ENSP00000314023	ENSG00000149577	SIDT2
ENSP00000314029	ENSG00000161956	SENP3
ENSP00000314030	ENSG00000069345	DNAJA2
ENSP00000314036	ENSG00000026652	AGPAT4
ENSP00000314042	ENSG00000179817	MRGPRX4
ENSP00000314048	ENSG00000047617	ANO2
ENSP00000314067	ENSG00000180370	PAK2
ENSP00000314073	ENSG00000149743	TRPT1
ENSP00000314077	ENSG00000168757	TSPY2
ENSP00000314080	ENSG00000177374	HIC1
ENSP00000314099	ENSG00000169239	CA5B
ENSP00000314103	ENSG00000181039	ANKRD34A
ENSP00000314116	ENSG00000179029	TMEM107
ENSP00000314129	ENSG00000068323	TFE3
ENSP00000314132	ENSG00000176720	BOK
ENSP00000314151	ENSG00000142515	KLK3
ENSP00000314153	ENSG00000177485	ZBTB33
ENSP00000314173	ENSG00000177570	SAMD12
ENSP00000314193	ENSG00000115368	WDR75
ENSP00000314196	ENSG00000177669	MBOAT4
ENSP00000314214	ENSG00000220205	VAMP2
ENSP00000314223	ENSG00000181656	GPR88
ENSP00000314299	ENSG00000244414	CFHR1
ENSP00000314311	ENSG00000174720	LARP7
ENSP00000314324	ENSG00000180475	OR10Q1
ENSP00000314343	ENSG00000063322	MED29
ENSP00000314348	ENSG00000178105	DDX10
ENSP00000314380	ENSG00000178719	GRINA
ENSP00000314396	ENSG00000164169	PRMT10
ENSP00000314407	ENSG00000178538	CA8
ENSP00000314414	ENSG00000006125	AP2B1
ENSP00000314420	ENSG00000179094	PER1
ENSP00000314425	ENSG00000096996	IL12RB1
ENSP00000314440	ENSG00000181513	ACBD4
ENSP00000314441	ENSG00000037897	METTL1
ENSP00000314444	ENSG00000118965	WDR35
ENSP00000314458	ENSG00000070831	CDC42
ENSP00000314480	ENSG00000164853	UNCX
ENSP00000314491	ENSG00000087087	SRRT
ENSP00000314499	ENSG00000178950	GAK
ENSP00000314508	ENSG00000177628	GBA
ENSP00000314518	ENSG00000176018	LYSMD3
ENSP00000314520	ENSG00000177301	KCNA2
ENSP00000314543	ENSG00000176774	MAGEB18
ENSP00000314544	ENSG00000146574	C7orf28B
ENSP00000314556	ENSG00000137831	UACA
ENSP00000314560	ENSG00000180834	MAP6D1
ENSP00000314606	ENSG00000181523	SGSH
ENSP00000314608	ENSG00000178502	KLHL11
ENSP00000314615	ENSG00000101199	ARFGAP1
ENSP00000314619	ENSG00000178381	ZFAND2A
ENSP00000314620	ENSG00000156738	MS4A1
ENSP00000314649	ENSG00000112294	ALDH5A1
ENSP00000314709	ENSG00000178764	ZHX2
ENSP00000314733	ENSG00000078902	TOLLIP
ENSP00000314774	ENSG00000179111	HES7
ENSP00000314776	ENSG00000176055	MBLAC2
ENSP00000314783	ENSG00000174562	KLK15
ENSP00000314792	ENSG00000152430	BOLL
ENSP00000314806	ENSG00000176302	FOXR1
ENSP00000314810	ENSG00000181552	EDDM3B
